issue_number,slug,title,issue_state,issue_created_at,issue_closed_at,actual_session_elapsed_seconds,actual_session_elapsed_status,actual_session_elapsed_source,github_cycle_time_seconds,github_cycle_time_status,github_cycle_time_source,actual_total_tokens,actual_total_tokens_status,actual_total_tokens_source,row_contract_completeness,row_contract_missing_fields,metric_availability_class,full_metrics_known,row_confidence,notes,source_prompt_relpath,sor_relpath
3989,v0-91-6-wp-02-resilience-r-03-implement-circuit-breaker-policy,[v0.91.6][WP-02][resilience][R-03] Implement circuit breaker policy,closed,2026-06-17T22:27:41Z,2026-06-18T18:10:47Z,1286,derived,sor_execution_window,70986,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3989-v0-91-6-wp-02-resilience-r-03-implement-circuit-breaker-policy.md,.adl/v0.91.6/tasks/issue-3989__v0-91-6-wp-02-resilience-r-03-implement-circuit-breaker-policy/sor.md
3990,v0-91-6-wp-02-resilience-r-04-implement-rate-limiting-policy,[v0.91.6][WP-02][resilience][R-04] Implement rate limiting policy,closed,2026-06-17T22:27:46Z,2026-06-18T22:40:34Z,265,derived,sor_execution_window,87168,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3990-v0-91-6-wp-02-resilience-r-04-implement-rate-limiting-policy.md,.adl/v0.91.6/tasks/issue-3990__v0-91-6-wp-02-resilience-r-04-implement-rate-limiting-policy/sor.md
3991,v0-91-6-wp-02-resilience-r-05-implement-bulkhead-and-fault-domain-isolation,[v0.91.6][WP-02][resilience][R-05] Implement bulkhead and fault-domain isolation,closed,2026-06-17T22:27:50Z,2026-06-18T22:59:34Z,420,derived,sor_execution_window,88304,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3991-v0-91-6-wp-02-resilience-r-05-implement-bulkhead-and-fault-domain-isolation.md,.adl/v0.91.6/tasks/issue-3991__v0-91-6-wp-02-resilience-r-05-implement-bulkhead-and-fault-domain-isolation/sor.md
3992,v0-91-6-wp-02-resilience-r-06-implement-fallback-and-degraded-execution-policy,[v0.91.6][WP-02][resilience][R-06] Implement fallback and degraded execution policy,closed,2026-06-17T22:27:54Z,2026-06-18T23:31:18Z,255,derived,sor_execution_window,90204,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3992-v0-91-6-wp-02-resilience-r-06-implement-fallback-and-degraded-execution-policy.md,.adl/v0.91.6/tasks/issue-3992__v0-91-6-wp-02-resilience-r-06-implement-fallback-and-degraded-execution-policy/sor.md
3993,v0-91-6-wp-02-resilience-r-07-integrate-and-prove-resilience-layer-coverage,[v0.91.6][WP-02][resilience][R-07] Integrate and prove resilience layer coverage,closed,2026-06-17T22:27:59Z,2026-06-19T00:01:38Z,1017,derived,sor_execution_window,92019,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3993-v0-91-6-wp-02-resilience-r-07-integrate-and-prove-resilience-layer-coverage.md,.adl/v0.91.6/tasks/issue-3993__v0-91-6-wp-02-resilience-r-07-integrate-and-prove-resilience-layer-coverage/sor.md
3994,v0-91-6-tools-add-sprint-and-mini-sprint-issue-label-taxonomy,[v0.91.6][tools] Add sprint and mini-sprint issue label taxonomy,closed,2026-06-17T22:28:22Z,2026-06-19T01:40:25Z,0,derived,sor_execution_window,97923,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3994-v0-91-6-tools-add-sprint-and-mini-sprint-issue-label-taxonomy.md,.adl/v0.91.6/tasks/issue-3994__v0-91-6-tools-add-sprint-and-mini-sprint-issue-label-taxonomy/sor.md
3995,v0-91-6-wp-03-logging-l-00-create-logging-completion-ledger,[v0.91.6][WP-03][logging][L-00] Create logging completion ledger,closed,2026-06-17T22:30:32Z,2026-06-17T23:36:25Z,0,derived,sor_execution_window,3953,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3995-v0-91-6-wp-03-logging-l-00-create-logging-completion-ledger.md,.adl/v0.91.6/tasks/issue-3995__v0-91-6-wp-03-logging-l-00-create-logging-completion-ledger/sor.md
3996,v0-91-6-wp-03-logging-l-01-complete-control-plane-logging-coverage,[v0.91.6][WP-03][logging][L-01] Complete control-plane logging coverage,closed,2026-06-17T22:30:37Z,2026-06-17T23:36:26Z,0,derived,sor_execution_window,3949,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3996-v0-91-6-wp-03-logging-l-01-complete-control-plane-logging-coverage.md,.adl/v0.91.6/tasks/issue-3996__v0-91-6-wp-03-logging-l-01-complete-control-plane-logging-coverage/sor.md
3997,v0-91-6-wp-03-logging-l-02-complete-runtime-and-provider-action-logging,[v0.91.6][WP-03][logging][L-02] Complete runtime and provider action logging,closed,2026-06-17T22:30:41Z,2026-06-17T23:36:26Z,0,derived,sor_execution_window,3945,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3997-v0-91-6-wp-03-logging-l-02-complete-runtime-and-provider-action-logging.md,.adl/v0.91.6/tasks/issue-3997__v0-91-6-wp-03-logging-l-02-complete-runtime-and-provider-action-logging/sor.md
3998,v0-91-6-wp-03-logging-l-03-complete-heartbeat-timeout-and-progress-diagnostics,"[v0.91.6][WP-03][logging][L-03] Complete heartbeat, timeout, and progress diagnostics",closed,2026-06-17T22:30:46Z,2026-06-17T23:36:26Z,0,derived,sor_execution_window,3940,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3998-v0-91-6-wp-03-logging-l-03-complete-heartbeat-timeout-and-progress-diagnostics.md,.adl/v0.91.6/tasks/issue-3998__v0-91-6-wp-03-logging-l-03-complete-heartbeat-timeout-and-progress-diagnostics/sor.md
3999,v0-91-6-wp-03-logging-l-04-complete-otel-boundary-and-observatory-consumption-proof,[v0.91.6][WP-03][logging][L-04] Complete OTel boundary and Observatory consumption proof,closed,2026-06-17T22:30:50Z,2026-06-17T23:36:26Z,0,derived,sor_execution_window,3936,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-3999-v0-91-6-wp-03-logging-l-04-complete-otel-boundary-and-observatory-consumption-proof.md,.adl/v0.91.6/tasks/issue-3999__v0-91-6-wp-03-logging-l-04-complete-otel-boundary-and-observatory-consumption-proof/sor.md
4000,v0-91-6-wp-03-logging-l-05-complete-logging-validation-and-redaction-proof,[v0.91.6][WP-03][logging][L-05] Complete logging validation and redaction proof,closed,2026-06-17T22:30:53Z,2026-06-17T23:36:27Z,0,derived,sor_execution_window,3934,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4000-v0-91-6-wp-03-logging-l-05-complete-logging-validation-and-redaction-proof.md,.adl/v0.91.6/tasks/issue-4000__v0-91-6-wp-03-logging-l-05-complete-logging-validation-and-redaction-proof/sor.md
4001,v0-91-6-wp-03-tools-l-06-complete-github-token-release-and-projection-observability,"[v0.91.6][WP-03][tools][L-06] Complete GitHub, token, release, and projection observability",closed,2026-06-17T22:30:58Z,2026-06-18T07:45:09Z,28698,derived,sor_execution_window,33251,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4001-v0-91-6-wp-03-tools-l-06-complete-github-token-release-and-projection-observability.md,.adl/v0.91.6/tasks/issue-4001__v0-91-6-wp-03-tools-l-06-complete-github-token-release-and-projection-observability/sor.md
4002,v0-91-6-wp-04-public-records-p-00-define-export-shape-and-source-selection-contract,[v0.91.6][WP-04][public-records][P-00] Define export shape and source-selection contract,closed,2026-06-17T22:36:30Z,2026-06-18T08:59:26Z,0,derived,sor_execution_window,37376,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4002-v0-91-6-wp-04-public-records-p-00-define-export-shape-and-source-selection-contract.md,.adl/v0.91.6/tasks/issue-4002__v0-91-6-wp-04-public-records-p-00-define-export-shape-and-source-selection-contract/sor.md
4003,v0-91-6-wp-04-public-records-p-01-complete-redaction-and-publication-safety,[v0.91.6][WP-04][public-records][P-01] Complete redaction and publication safety,closed,2026-06-17T22:36:34Z,2026-06-18T08:59:55Z,0,derived,sor_execution_window,37401,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4003-v0-91-6-wp-04-public-records-p-01-complete-redaction-and-publication-safety.md,.adl/v0.91.6/tasks/issue-4003__v0-91-6-wp-04-public-records-p-01-complete-redaction-and-publication-safety/sor.md
4004,v0-91-6-wp-04-public-records-p-02-complete-validation-and-public-indexing,[v0.91.6][WP-04][public-records][P-02] Complete validation and public indexing,closed,2026-06-17T22:36:38Z,2026-06-18T09:00:14Z,0,derived,sor_execution_window,37416,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4004-v0-91-6-wp-04-public-records-p-02-complete-validation-and-public-indexing.md,.adl/v0.91.6/tasks/issue-4004__v0-91-6-wp-04-public-records-p-02-complete-validation-and-public-indexing/sor.md
4005,v0-91-6-wp-04-public-records-p-03-complete-security-review-and-cav-handoff,[v0.91.6][WP-04][public-records][P-03] Complete security review and CAV handoff,closed,2026-06-17T22:36:42Z,2026-06-18T09:00:35Z,0,derived,sor_execution_window,37433,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4005-v0-91-6-wp-04-public-records-p-03-complete-security-review-and-cav-handoff.md,.adl/v0.91.6/tasks/issue-4005__v0-91-6-wp-04-public-records-p-03-complete-security-review-and-cav-handoff/sor.md
